YM,Year,Month,Anomalies
193503,1935,3,-0.12
193504,1935,4,-0.3
193505,1935,5,-0.23
193506,1935,6,-0.2
193507,1935,7,-0.15
193508,1935,8,-0.13
193509,1935,9,-0.13
193510,1935,10,-0.03
193511,1935,11,-0.22
193512,1935,12,-0.1
193601,1936,1,-0.3
193602,1936,2,-0.35
193603,1936,3,-0.2
193604,1936,4,-0.13
193605,1936,5,-0.07
193606,1936,6,-0.1
193607,1936,7,-0.05
193608,1936,8,-0.07
193609,1936,9,-0.08
193610,1936,10,-0.04
193611,1936,11,0.01
193612,1936,12,0
193701,1937,1,-0.09
193702,1937,2,0.01
193703,1937,3,-0.18
193704,1937,4,-0.11
193705,1937,5,-0.01
193706,1937,6,0.03
193707,1937,7,0.02
193708,1937,8,0.06
193709,1937,9,0.15
193710,1937,10,0.12
193711,1937,11,0.13
193712,1937,12,0.03
193801,1938,1,0.08
193802,1938,2,0.03
193803,1938,3,0.05
193804,1938,4,0.07
193805,1938,5,-0.03
193806,1938,6,-0.09
193807,1938,7,-0.06
193808,1938,8,-0.02
193809,1938,9,0.06
193810,1938,10,0.12
193811,1938,11,0.08
193812,1938,12,-0.07
193901,1939,1,-0.09
193902,1939,2,-0.1
193903,1939,3,-0.15
193904,1939,4,-0.03
193905,1939,5,-0.01
193906,1939,6,-0.01
193907,1939,7,-0.02
193908,1939,8,0.02
193909,1939,9,-0.01
193910,1939,10,-0.01
193911,1939,11,0.07
193912,1939,12,0.47
194001,1940,1,0.08
194002,1940,2,0.08
194003,1940,3,0.14
194004,1940,4,0.21
194005,1940,5,0.16
194006,1940,6,0.12
194007,1940,7,0.15
194008,1940,8,0.11
194009,1940,9,0.18
194010,1940,10,0.15
194011,1940,11,0.17
194012,1940,12,0.33
194101,1941,1,0.22
194102,1941,2,0.33
194103,1941,3,0.11
194104,1941,4,0.23
194105,1941,5,0.21
194106,1941,6,0.16
194107,1941,7,0.22
194108,1941,8,0.21
194109,1941,9,0.09
194110,1941,10,0.36
194111,1941,11,0.27
194112,1941,12,0.25
194201,1942,1,0.31
194202,1942,2,0.06
194203,1942,3,0.08
194204,1942,4,0.14
194205,1942,5,0.15
194206,1942,6,0.1
194207,1942,7,0
194208,1942,8,-0.01
194209,1942,9,0
194210,1942,10,0.04
194211,1942,11,0.09
194212,1942,12,0.12
194301,1943,1,-0.03
194302,1943,2,0.12
194303,1943,3,-0.02
194304,1943,4,0.13
194305,1943,5,0.13
194306,1943,6,-0.02
194307,1943,7,0.06
194308,1943,8,0.03
194309,1943,9,0.08
194310,1943,10,0.26
194311,1943,11,0.23
194312,1943,12,0.24
194401,1944,1,0.31
194402,1944,2,0.25
194403,1944,3,0.3
194404,1944,4,0.21
194405,1944,5,0.24
194406,1944,6,0.24
194407,1944,7,0.2
194408,1944,8,0.19
194409,1944,9,0.32
194410,1944,10,0.29
194411,1944,11,0.14
194412,1944,12,0.17
194501,1945,1,0.18
194502,1945,2,0.06
194503,1945,3,0.09
194504,1945,4,0.25
194505,1945,5,0.12
194506,1945,6,0.11
194507,1945,7,0.11
194508,1945,8,0.29
194509,1945,9,0.22
194510,1945,10,0.18
194511,1945,11,0.1
194512,1945,12,-0.03
194601,1946,1,0.17
194602,1946,2,0.01
194603,1946,3,0.02
194604,1946,4,0.07
194605,1946,5,-0.02
194606,1946,6,-0.17
194607,1946,7,-0.11
194608,1946,8,-0.12
194609,1946,9,-0.06
194610,1946,10,-0.03
194611,1946,11,-0.02
194612,1946,12,-0.21
194701,1947,1,-0.03
194702,1947,2,-0.04
194703,1947,3,0.05
194704,1947,4,0.06
194705,1947,5,0.02
194706,1947,6,0.04
194707,1947,7,-0.02
194708,1947,8,-0.09
194709,1947,9,-0.11
194710,1947,10,0.05
194711,1947,11,0
194712,1947,12,-0.05
194801,1948,1,0.02
194802,1948,2,-0.08
194803,1948,3,-0.21
194804,1948,4,-0.04
194805,1948,5,0.05
194806,1948,6,-0.02
194807,1948,7,-0.04
194808,1948,8,-0.05
194809,1948,9,-0.1
194810,1948,10,-0.05
194811,1948,11,-0.07
194812,1948,12,-0.19
194901,1949,1,0.06
194902,1949,2,-0.15
194903,1949,3,0.04
194904,1949,4,-0.06
194905,1949,5,-0.04
194906,1949,6,-0.17
194907,1949,7,-0.09
194908,1949,8,-0.05
194909,1949,9,-0.1
194910,1949,10,-0.05
194911,1949,11,-0.04
194912,1949,12,-0.11
195001,1950,1,-0.2
195002,1950,2,-0.26
195003,1950,3,-0.08
195004,1950,4,-0.16
195005,1950,5,-0.02
195006,1950,6,-0.02
195007,1950,7,-0.09
195008,1950,8,-0.09
195009,1950,9,-0.07
195010,1950,10,-0.15
195011,1950,11,-0.26
195012,1950,12,-0.12
195101,1951,1,-0.32
195102,1951,2,-0.37
195103,1951,3,-0.16
195104,1951,4,-0.1
195105,1951,5,0.04
195106,1951,6,0.03
195107,1951,7,0.1
195108,1951,8,0.11
195109,1951,9,0.16
195110,1951,10,0.13
195111,1951,11,0.03
195112,1951,12,0.21
195201,1952,1,0.13
195202,1952,2,0.1
195203,1952,3,-0.03
195204,1952,4,0.07
195205,1952,5,0.08
195206,1952,6,0.05
195207,1952,7,0.07
195208,1952,8,0.06
195209,1952,9,0.08
195210,1952,10,0.01
195211,1952,11,-0.08
195212,1952,12,0.05
195301,1953,1,0.07
195302,1953,2,0.14
195303,1953,3,0.14
195304,1953,4,0.25
195305,1953,5,0.2
195306,1953,6,0.21
195307,1953,7,0.08
195308,1953,8,0.09
195309,1953,9,0.07
195310,1953,10,0.12
195311,1953,11,0.04
195312,1953,12,0.07
195401,1954,1,-0.2
195402,1954,2,-0.06
195403,1954,3,-0.14
195404,1954,4,-0.08
195405,1954,5,-0.12
195406,1954,6,-0.07
195407,1954,7,-0.09
195408,1954,8,-0.05
195409,1954,9,-0.02
195410,1954,10,-0.01
195411,1954,11,0.09
195412,1954,12,-0.13
195501,1955,1,0.12
195502,1955,2,-0.17
195503,1955,3,-0.29
195504,1955,4,-0.2
195505,1955,5,-0.16
195506,1955,6,-0.09
195507,1955,7,-0.11
195508,1955,8,-0.03
195509,1955,9,-0.04
195510,1955,10,-0.09
195511,1955,11,-0.26
195512,1955,12,-0.27
195601,1956,1,-0.12
195602,1956,2,-0.18
195603,1956,3,-0.17
195604,1956,4,-0.26
195605,1956,5,-0.27
195606,1956,6,-0.17
195607,1956,7,-0.12
195608,1956,8,-0.19
195609,1956,9,-0.24
195610,1956,10,-0.22
195611,1956,11,-0.15
195612,1956,12,-0.02
195701,1957,1,-0.07
195702,1957,2,-0.09
195703,1957,3,-0.1
195704,1957,4,-0.05
195705,1957,5,0.05
195706,1957,6,0.15
195707,1957,7,0
195708,1957,8,0.26
195709,1957,9,0.17
195710,1957,10,0.08
195711,1957,11,0.08
195712,1957,12,0.17
195801,1958,1,0.35
195802,1958,2,0.25
195803,1958,3,0.11
195804,1958,4,0.05
195805,1958,5,0.1
195806,1958,6,-0.04
195807,1958,7,0.02
195808,1958,8,0.01
195809,1958,9,-0.03
195810,1958,10,0.04
195811,1958,11,0.03
195812,1958,12,0.08
195901,1959,1,0.07
195902,1959,2,0.1
195903,1959,3,0.19
195904,1959,4,0.17
195905,1959,5,0.04
195906,1959,6,0.11
195907,1959,7,0.08
195908,1959,8,0.04
195909,1959,9,0.09
195910,1959,10,-0.06
195911,1959,11,-0.03
195912,1959,12,0.02
196001,1960,1,0.05
196002,1960,2,0.11
196003,1960,3,-0.25
196004,1960,4,-0.09
196005,1960,5,-0.05
196006,1960,6,0.08
196007,1960,7,0.07
196008,1960,8,0.01
196009,1960,9,0.12
196010,1960,10,0.08
196011,1960,11,-0.11
196012,1960,12,0.25
196101,1961,1,0.13
196102,1961,2,0.17
196103,1961,3,0.09
196104,1961,4,0.21
196105,1961,5,0.04
196106,1961,6,0.1
196107,1961,7,0.05
196108,1961,8,0.05
196109,1961,9,0.07
196110,1961,10,-0.12
196111,1961,11,0.04
196112,1961,12,-0.1
196201,1962,1,0.07
196202,1962,2,0.1
196203,1962,3,0.16
196204,1962,4,-0.01
196205,1962,5,0.01
196206,1962,6,-0.07
196207,1962,7,0.09
196208,1962,8,0.07
196209,1962,9,-0.04
196210,1962,10,0.02
196211,1962,11,0.11
196212,1962,12,0.06
196301,1963,1,0.01
196302,1963,2,0.21
196303,1963,3,-0.13
196304,1963,4,0.01
196305,1963,5,-0.02
196306,1963,6,0.09
196307,1963,7,0.04
196308,1963,8,0.17
196309,1963,9,0.13
196310,1963,10,0.21
196311,1963,11,0.19
196312,1963,12,0.04
196401,1964,1,-0.09
196402,1964,2,-0.11
196403,1964,3,-0.15
196404,1964,4,-0.24
196405,1964,5,-0.15
196406,1964,6,-0.05
196407,1964,7,-0.01
196408,1964,8,-0.19
196409,1964,9,-0.15
196410,1964,10,-0.27
196411,1964,11,-0.2
196412,1964,12,-0.24
196501,1965,1,-0.09
196502,1965,2,-0.16
196503,1965,3,-0.11
196504,1965,4,-0.11
196505,1965,5,-0.2
196506,1965,6,-0.08
196507,1965,7,-0.01
196508,1965,8,0.01
196509,1965,9,-0.07
196510,1965,10,0.01
196511,1965,11,0.03
196512,1965,12,-0.03
196601,1966,1,-0.14
196602,1966,2,-0.05
196603,1966,3,-0.03
196604,1966,4,-0.07
196605,1966,5,-0.11
196606,1966,6,0.1
196607,1966,7,0.09
196608,1966,8,-0.03
196609,1966,9,0.05
196610,1966,10,-0.14
196611,1966,11,0.01
196612,1966,12,0.01
196701,1967,1,-0.11
196702,1967,2,-0.16
196703,1967,3,0.04
196704,1967,4,0
196705,1967,5,0.21
196706,1967,6,0.02
196707,1967,7,-0.03
196708,1967,8,0.08
196709,1967,9,-0.04
196710,1967,10,0.11
196711,1967,11,-0.04
196712,1967,12,0.03
196801,1968,1,-0.19
196802,1968,2,-0.1
196803,1968,3,0.17
196804,1968,4,-0.05
196805,1968,5,-0.17
196806,1968,6,-0.14
196807,1968,7,-0.05
196808,1968,8,-0.03
196809,1968,9,-0.11
196810,1968,10,0.03
196811,1968,11,-0.05
196812,1968,12,-0.07
196901,1969,1,-0.09
196902,1969,2,-0.11
196903,1969,3,0.08
196904,1969,4,0.11
196905,1969,5,0.18
196906,1969,6,0
196907,1969,7,0.1
196908,1969,8,0.1
196909,1969,9,0.14
196910,1969,10,0.1
196911,1969,11,0.15
196912,1969,12,0.32
197001,1970,1,0.15
197002,1970,2,0.21
197003,1970,3,0.07
197004,1970,4,0.08
197005,1970,5,0.05
197006,1970,6,0.05
197007,1970,7,0.02
197008,1970,8,0.03
197009,1970,9,0.06
197010,1970,10,-0.03
197011,1970,11,0.04
197012,1970,12,-0.1
197101,1971,1,-0.02
197102,1971,2,-0.15
197103,1971,3,-0.09
197104,1971,4,-0.09
197105,1971,5,-0.03
197106,1971,6,-0.07
197107,1971,7,-0.01
197108,1971,8,-0.03
197109,1971,9,0.01
197110,1971,10,-0.07
197111,1971,11,-0.05
197112,1971,12,-0.05
197201,1972,1,-0.24
197202,1972,2,-0.16
197203,1972,3,0.06
197204,1972,4,0.05
197205,1972,5,0
197206,1972,6,0.07
197207,1972,7,0.06
197208,1972,8,0.09
197209,1972,9,0.03
197210,1972,10,0.11
197211,1972,11,0.06
197212,1972,12,0.14
197301,1973,1,0.34
197302,1973,2,0.38
197303,1973,3,0.34
197304,1973,4,0.28
197305,1973,5,0.24
197306,1973,6,0.25
197307,1973,7,0.15
197308,1973,8,0.13
197309,1973,9,0.11
197310,1973,10,0.06
197311,1973,11,0.02
197312,1973,12,0.04
197401,1974,1,-0.08
197402,1974,2,-0.24
197403,1974,3,-0.01
197404,1974,4,-0.06
197405,1974,5,-0.02
197406,1974,6,-0.06
197407,1974,7,0.03
197408,1974,8,0.04
197409,1974,9,-0.02
197410,1974,10,-0.06
197411,1974,11,-0.09
197412,1974,12,-0.06
197501,1975,1,0.06
197502,1975,2,0.08
197503,1975,3,0.11
197504,1975,4,0.11
197505,1975,5,0.08
197506,1975,6,0.06
197507,1975,7,0.03
197508,1975,8,-0.02
197509,1975,9,0.03
197510,1975,10,-0.12
197511,1975,11,-0.17
197512,1975,12,-0.1
197601,1976,1,-0.01
197602,1976,2,-0.08
197603,1976,3,-0.13
197604,1976,4,0.04
197605,1976,5,-0.12
197606,1976,6,-0.05
197607,1976,7,-0.03
197608,1976,8,0
197609,1976,9,0.03
197610,1976,10,-0.16
197611,1976,11,-0.03
197612,1976,12,0.12
197701,1977,1,0.2
197702,1977,2,0.22
197703,1977,3,0.24
197704,1977,4,0.28
197705,1977,5,0.28
197706,1977,6,0.26
197707,1977,7,0.18
197708,1977,8,0.16
197709,1977,9,0.2
197710,1977,10,0.12
197711,1977,11,0.23
197712,1977,12,0.11
197801,1978,1,0.15
197802,1978,2,0.15
197803,1978,3,0.22
197804,1978,4,0.14
197805,1978,5,0.1
197806,1978,6,0.04
197807,1978,7,0.06
197808,1978,8,0
197809,1978,9,0.09
197810,1978,10,0.06
197811,1978,11,0.2
197812,1978,12,0.11
197901,1979,1,0.14
197902,1979,2,-0.06
197903,1979,3,0.2
197904,1979,4,0.1
197905,1979,5,0.17
197906,1979,6,0.23
197907,1979,7,0.23
197908,1979,8,0.25
197909,1979,9,0.27
197910,1979,10,0.31
197911,1979,11,0.31
197912,1979,12,0.5
198001,1980,1,0.35
198002,1980,2,0.42
198003,1980,3,0.31
198004,1980,4,0.32
198005,1980,5,0.38
198006,1980,6,0.28
198007,1980,7,0.27
198008,1980,8,0.22
198009,1980,9,0.2
198010,1980,10,0.2
198011,1980,11,0.27
198012,1980,12,0.23
198101,1981,1,0.55
198102,1981,2,0.43
198103,1981,3,0.44
198104,1981,4,0.37
198105,1981,5,0.31
198106,1981,6,0.33
198107,1981,7,0.26
198108,1981,8,0.26
198109,1981,9,0.23
198110,1981,10,0.25
198111,1981,11,0.31
198112,1981,12,0.44
198201,1982,1,0.11
198202,1982,2,0.21
198203,1982,3,0.11
198204,1982,4,0.21
198205,1982,5,0.17
198206,1982,6,0.15
198207,1982,7,0.18
198208,1982,8,0.15
198209,1982,9,0.23
198210,1982,10,0.18
198211,1982,11,0.12
198212,1982,12,0.4
198301,1983,1,0.51
198302,1983,2,0.46
198303,1983,3,0.44
198304,1983,4,0.25
198305,1983,5,0.28
198306,1983,6,0.3
198307,1983,7,0.31
198308,1983,8,0.36
198309,1983,9,0.34
198310,1983,10,0.23
198311,1983,11,0.37
198312,1983,12,0.27
198401,1984,1,0.31
198402,1984,2,0.22
198403,1984,3,0.28
198404,1984,4,0.12
198405,1984,5,0.31
198406,1984,6,0.17
198407,1984,7,0.15
198408,1984,8,0.19
198409,1984,9,0.2
198410,1984,10,0.2
198411,1984,11,0.1
198412,1984,12,0.06
198501,1985,1,0.28
198502,1985,2,0.07
198503,1985,3,0.24
198504,1985,4,0.12
198505,1985,5,0.22
198506,1985,6,0.16
198507,1985,7,0.1
198508,1985,8,0.15
198509,1985,9,0.16
198510,1985,10,0.15
198511,1985,11,0.14
198512,1985,12,0.17
198601,1986,1,0.23
198602,1986,2,0.38
198603,1986,3,0.33
198604,1986,4,0.27
198605,1986,5,0.35
198606,1986,6,0.21
198607,1986,7,0.13
198608,1986,8,0.14
198609,1986,9,0.03
198610,1986,10,0.18
198611,1986,11,0.13
198612,1986,12,0.16
198701,1987,1,0.3
198702,1987,2,0.36
198703,1987,3,0.15
198704,1987,4,0.21
198705,1987,5,0.33
198706,1987,6,0.39
198707,1987,7,0.46
198708,1987,8,0.34
198709,1987,9,0.39
198710,1987,10,0.34
198711,1987,11,0.26
198712,1987,12,0.47
198801,1988,1,0.53
198802,1988,2,0.46
198803,1988,3,0.46
198804,1988,4,0.45
198805,1988,5,0.48
198806,1988,6,0.4
198807,1988,7,0.38
198808,1988,8,0.5
198809,1988,9,0.41
198810,1988,10,0.4
198811,1988,11,0.16
198812,1988,12,0.32
198901,1989,1,0.12
198902,1989,2,0.32
198903,1989,3,0.36
198904,1989,4,0.4
198905,1989,5,0.24
198906,1989,6,0.27
198907,1989,7,0.33
198908,1989,8,0.32
198909,1989,9,0.4
198910,1989,10,0.34
198911,1989,11,0.18
198912,1989,12,0.4
199001,1990,1,0.4
199002,1990,2,0.37
199003,1990,3,0.78
199004,1990,4,0.61
199005,1990,5,0.5
199006,1990,6,0.41
199007,1990,7,0.36
199008,1990,8,0.37
199009,1990,9,0.3
199010,1990,10,0.41
199011,1990,11,0.41
199012,1990,12,0.41
199101,1991,1,0.42
199102,1991,2,0.51
199103,1991,3,0.38
199104,1991,4,0.58
199105,1991,5,0.43
199106,1991,6,0.55
199107,1991,7,0.41
199108,1991,8,0.37
199109,1991,9,0.39
199110,1991,10,0.32
199111,1991,11,0.3
199112,1991,12,0.32
199201,1992,1,0.44
199202,1992,2,0.41
199203,1992,3,0.45
199204,1992,4,0.23
199205,1992,5,0.37
199206,1992,6,0.27
199207,1992,7,0.13
199208,1992,8,0.11
199209,1992,9,0.06
199210,1992,10,0.02
199211,1992,11,0.05
199212,1992,12,0.21
199301,1993,1,0.34
199302,1993,2,0.39
199303,1993,3,0.38
199304,1993,4,0.36
199305,1993,5,0.31
199306,1993,6,0.32
199307,1993,7,0.31
199308,1993,8,0.11
199309,1993,9,0.21
199310,1993,10,0.22
199311,1993,11,0.1
199312,1993,12,0.18
199401,1994,1,0.21
199402,1994,2,0.06
199403,1994,3,0.3
199404,1994,4,0.41
199405,1994,5,0.32
199406,1994,6,0.43
199407,1994,7,0.31
199408,1994,8,0.26
199409,1994,9,0.27
199410,1994,10,0.45
199411,1994,11,0.42
199412,1994,12,0.4
199501,1995,1,0.55
199502,1995,2,0.77
199503,1995,3,0.48
199504,1995,4,0.51
199505,1995,5,0.32
199506,1995,6,0.49
199507,1995,7,0.44
199508,1995,8,0.49
199509,1995,9,0.44
199510,1995,10,0.44
199511,1995,11,0.48
199512,1995,12,0.31
199601,1996,1,0.28
199602,1996,2,0.48
199603,1996,3,0.36
199604,1996,4,0.37
199605,1996,5,0.34
199606,1996,6,0.37
199607,1996,7,0.35
199608,1996,8,0.43
199609,1996,9,0.27
199610,1996,10,0.17
199611,1996,11,0.43
199612,1996,12,0.37
199701,1997,1,0.29
199702,1997,2,0.39
199703,1997,3,0.51
199704,1997,4,0.41
199705,1997,5,0.41
199706,1997,6,0.56
199707,1997,7,0.41
199708,1997,8,0.47
199709,1997,9,0.59
199710,1997,10,0.68
199711,1997,11,0.65
199712,1997,12,0.59
199801,1998,1,0.58
199802,1998,2,0.83
199803,1998,3,0.67
199804,1998,4,0.7
199805,1998,5,0.69
199806,1998,6,0.75
199807,1998,7,0.69
199808,1998,8,0.68
199809,1998,9,0.47
199810,1998,10,0.43
199811,1998,11,0.44
199812,1998,12,0.58
199901,1999,1,0.49
199902,1999,2,0.63
199903,1999,3,0.39
199904,1999,4,0.36
199905,1999,5,0.33
199906,1999,6,0.37
199907,1999,7,0.41
199908,1999,8,0.33
199909,1999,9,0.45
199910,1999,10,0.37
199911,1999,11,0.38
199912,1999,12,0.47
200001,2000,1,0.34
200002,2000,2,0.56
200003,2000,3,0.58
200004,2000,4,0.61
200005,2000,5,0.38
200006,2000,6,0.36
200007,2000,7,0.41
200008,2000,8,0.45
200009,2000,9,0.43
200010,2000,10,0.33
200011,2000,11,0.33
200012,2000,12,0.3
200101,2001,1,0.43
200102,2001,2,0.46
200103,2001,3,0.56
200104,2001,4,0.55
200105,2001,5,0.58
200106,2001,6,0.54
200107,2001,7,0.62
200108,2001,8,0.48
200109,2001,9,0.58
200110,2001,10,0.47
200111,2001,11,0.71
200112,2001,12,0.63
200201,2002,1,0.68
200202,2002,2,0.7
200203,2002,3,0.85
200204,2002,4,0.56
200205,2002,5,0.66
200206,2002,6,0.53
200207,2002,7,0.59
200208,2002,8,0.53
200209,2002,9,0.66
200210,2002,10,0.56
200211,2002,11,0.61
200212,2002,12,0.5
200301,2003,1,0.71
200302,2003,2,0.57
200303,2003,3,0.61
200304,2003,4,0.6
200305,2003,5,0.63
200306,2003,6,0.51
200307,2003,7,0.6
200308,2003,8,0.59
200309,2003,9,0.65
200310,2003,10,0.77
200311,2003,11,0.55
200312,2003,12,0.75
200401,2004,1,0.58
200402,2004,2,0.67
200403,2004,3,0.66
200404,2004,4,0.65
200405,2004,5,0.42
200406,2004,6,0.47
200407,2004,7,0.32
200408,2004,8,0.43
200409,2004,9,0.52
200410,2004,10,0.6
200411,2004,11,0.72
200412,2004,12,0.49
200501,2005,1,0.74
200502,2005,2,0.62
200503,2005,3,0.76
200504,2005,4,0.7
200505,2005,5,0.7
200506,2005,6,0.66
200507,2005,7,0.65
200508,2005,8,0.59
200509,2005,9,0.73
200510,2005,10,0.75
200511,2005,11,0.78
200512,2005,12,0.74
200601,2006,1,0.63
200602,2006,2,0.8
200603,2006,3,0.67
200604,2006,4,0.52
200605,2006,5,0.52
200606,2006,6,0.65
200607,2006,7,0.55
200608,2006,8,0.72
200609,2006,9,0.69
200610,2006,10,0.68
200611,2006,11,0.72
200612,2006,12,0.77
200701,2007,1,0.93
200702,2007,2,0.72
200703,2007,3,0.69
200704,2007,4,0.8
200705,2007,5,0.65
200706,2007,6,0.57
200707,2007,7,0.58
200708,2007,8,0.58
200709,2007,9,0.61
200710,2007,10,0.61
200711,2007,11,0.58
200712,2007,12,0.52
200801,2008,1,0.29
200802,2008,2,0.35
200803,2008,3,0.74
200804,2008,4,0.52
200805,2008,5,0.52
200806,2008,6,0.51
200807,2008,7,0.56
200808,2008,8,0.48
200809,2008,9,0.63
200810,2008,10,0.69
200811,2008,11,0.71
200812,2008,12,0.57
200901,2009,1,0.66
200902,2009,2,0.52
200903,2009,3,0.54
200904,2009,4,0.59
200905,2009,5,0.62
200906,2009,6,0.63
200907,2009,7,0.71
200908,2009,8,0.71
200909,2009,9,0.74
200910,2009,10,0.69
200911,2009,11,0.81
200912,2009,12,0.7
201001,2010,1,0.74
201002,2010,2,0.82
201003,2010,3,0.9
201004,2010,4,0.89
201005,2010,5,0.78
201006,2010,6,0.7
201007,2010,7,0.66
201008,2010,8,0.66
201009,2010,9,0.62
201010,2010,10,0.67
201011,2010,11,0.79
201012,2010,12,0.51
201101,2011,1,0.55
201102,2011,2,0.51
201103,2011,3,0.67
201104,2011,4,0.65
201105,2011,5,0.55
201106,2011,6,0.63
201107,2011,7,0.72
201108,2011,8,0.7
201109,2011,9,0.6
201110,2011,10,0.71
201111,2011,11,0.59
201112,2011,12,0.61
201201,2012,1,0.48
201202,2012,2,0.54
201203,2012,3,0.54
201204,2012,4,0.75
201205,2012,5,0.75
201206,2012,6,0.66
201207,2012,7,0.63
201208,2012,8,0.64
201209,2012,9,0.75
201210,2012,10,0.78
201211,2012,11,0.79
201212,2012,12,0.56
201301,2013,1,0.7
201302,2013,2,0.62
201303,2013,3,0.68
201304,2013,4,0.57
201305,2013,5,0.66
201306,2013,6,0.67
201307,2013,7,0.61
201308,2013,8,0.7
201309,2013,9,0.77
201310,2013,10,0.68
201311,2013,11,0.81
201312,2013,12,0.72
201401,2014,1,0.74
201402,2014,2,0.57
201403,2014,3,0.82
201404,2014,4,0.85
201405,2014,5,0.87
201406,2014,6,0.72
201407,2014,7,0.61
201408,2014,8,0.82
201409,2014,9,0.87
201410,2014,10,0.81
201411,2014,11,0.68
201412,2014,12,0.79
201501,2015,1,0.82
201502,2015,2,0.89
201503,2015,3,0.97
201504,2015,4,0.81
201505,2015,5,0.82
201506,2015,6,0.87
201507,2015,7,0.76
201508,2015,8,0.83
201509,2015,9,0.91
201510,2015,10,1.1
201511,2015,11,1.06
201512,2015,12,1.13
201601,2016,1,1.22
201602,2016,2,1.33
201603,2016,3,1.34
201604,2016,4,1.14
201605,2016,5,0.99
201606,2016,6,0.83
201607,2016,7,0.85
201608,2016,8,0.96
201609,2016,9,0.92
201610,2016,10,0.88
201611,2016,11,0.94
201612,2016,12,0.9
201701,2017,1,1.05
201702,2017,2,1.11
201703,2017,3,1.17
201704,2017,4,0.97
201705,2017,5,0.9
201706,2017,6,0.76
201707,2017,7,0.82
201708,2017,8,0.88
201709,2017,9,0.83
201710,2017,10,0.91
201711,2017,11,0.91
201712,2017,12,0.98
201801,2018,1,0.83
201802,2018,2,0.89
201803,2018,3,0.93
201804,2018,4,0.89
201805,2018,5,0.81
201806,2018,6,0.75
201807,2018,7,0.8
201808,2018,8,0.75
201809,2018,9,0.81
201810,2018,10,1.05
201811,2018,11,0.83
201812,2018,12,0.93
201901,2019,1,0.91
201902,2019,2,0.91
201903,2019,3,1.16
201904,2019,4,1.02
201905,2019,5,0.9
201906,2019,6,0.9
201907,2019,7,0.91
201908,2019,8,0.91
201909,2019,9,0.96
201910,2019,10,1
201911,2019,11,0.99
201912,2019,12,1.09
202001,2020,1,1.13
202002,2020,2,1.19
202003,2020,3,1.16
202004,2020,4,1.13
202005,2020,5,0.99
202006,2020,6,0.92
202007,2020,7,0.9
202008,2020,8,0.89
202009,2020,9,0.97
202010,2020,10,0.9
202011,2020,11,1.05
202012,2020,12,0.83
202101,2021,1,0.83
202102,2021,2,0.65
202103,2021,3,0.88
202104,2021,4,0.79
202105,2021,5,0.8
202106,2021,6,0.85
202107,2021,7,0.91
202108,2021,8,0.83
202109,2021,9,0.91
202110,2021,10,0.99
202111,2021,11,0.95
202112,2021,12,0.86
202201,2022,1,0.92
202202,2022,2,0.91
202203,2022,3,1.11
202204,2022,4,0.89
202205,2022,5,0.86
202206,2022,6,0.89
202207,2022,7,0.89
202208,2022,8,0.93
202209,2022,9,0.9
202210,2022,10,0.97
202211,2022,11,0.75
202212,2022,12,0.84
202301,2023,1,0.87
202302,2023,2,1
202303,2023,3,1.23
202304,2023,4,0.98
202305,2023,5,0.97
